,launch_speed,launch_angle,Home Run or Out
14587,78.8,27,Out
2148,98.9,-15,Hit - Not Home Run
13116,55.7,-51,Hit - Not Home Run
5833,75.7,55,Out
14562,86.9,28,Out
6829,81.5,-5,Out
1941,88.7,26,Out
12339,74.5,18,Hit - Not Home Run
4638,102.5,13,Hit - Not Home Run
7451,97.9,57,Out
3900,80.3,24,Hit - Not Home Run
11483,93.9,19,Out
7511,83.2,53,Out
8954,85.9,-6,Out
12577,92.0,37,Out
9133,68.1,-21,Out
8238,104.5,-10,Hit - Not Home Run
10277,83.4,25,Out
5601,109.6,1,Hit - Not Home Run
13965,77.2,3,Hit - Not Home Run
9642,54.3,-7,Out
11732,81.9,48,Out
3416,94.3,28,Out
2909,79.0,-28,Out
10933,97.1,45,Out
9636,72.9,31,Out
13006,104.6,36,Out
903,96.9,11,Hit - Not Home Run
12689,74.8,-1,Out
12449,96.6,15,Hit - Not Home Run
7484,102.4,-19,Out
4390,102.5,18,Out
6099,94.3,24,Out
5803,111.8,15,Hit - Not Home Run
13548,64.5,-26,Out
8444,107.8,-21,Out
6520,92.4,7,Hit - Not Home Run
7213,92.8,27,Out
14238,80.0,69,Out
223,88.7,-1,Out
10840,99.5,42,Out
6279,99.4,13,Out
13435,91.5,-20,Out
11929,81.7,54,Out
1650,87.2,45,Out
10085,107.0,46,Home Run
12924,98.7,38,Out
6900,91.3,-6,Out
13123,97.9,25,Out
11277,78.7,20,Hit - Not Home Run
9271,97.9,2,Hit - Not Home Run
9343,101.2,1,Hit - Not Home Run
15156,102.0,3,Hit - Not Home Run
587,40.0,-36,Hit - Not Home Run
2832,100.9,21,Out
4330,106.4,22,Hit - Not Home Run
11388,77.5,12,Hit - Not Home Run
9627,80.0,69,Out
14138,99.8,20,Hit - Not Home Run
729,106.5,-7,Out
7118,89.9,-20,Out
13827,91.3,36,Out
9006,105.7,1,Out
3195,87.2,32,Out
15566,67.7,2,Hit - Not Home Run
13374,89.6,19,Out
11684,99.6,21,Out
1402,93.7,0,Hit - Not Home Run
630,103.1,-2,Out
11245,83.1,77,Out
3981,99.2,9,Hit - Not Home Run
11734,80.0,69,Out
7312,105.2,19,Hit - Not Home Run
2189,103.0,-15,Out
12553,78.3,-27,Out
9273,81.4,-4,Out
12660,106.1,39,Home Run
6846,99.9,1,Out
9953,105.5,33,Home Run
7577,84.4,21,Hit - Not Home Run
8260,80.5,25,Hit - Not Home Run
4253,80.4,1,Out
11895,96.4,17,Hit - Not Home Run
11040,91.9,20,Out
13683,102.2,14,Hit - Not Home Run
7829,99.3,36,Out
8028,99.3,3,Hit - Not Home Run
11569,83.9,-12,Out
3420,74.4,25,Hit - Not Home Run
5448,89.2,29,Out
10887,108.3,-4,Hit - Not Home Run
1053,93.4,44,Out
7642,100.6,39,Home Run
1533,101.1,22,Out
1844,92.7,21,Out
5402,82.9,-21,Out
7413,95.0,63,Out
11631,91.9,-8,Out
12110,79.8,41,Out
2522,100.8,20,Out
8973,96.9,32,Out
2105,94.2,7,Hit - Not Home Run
124,102.4,1,Hit - Not Home Run
1193,113.9,6,Hit - Not Home Run
14200,81.0,-10,Out
5767,99.3,16,Out
14520,82.9,-21,Out
7903,80.0,69,Out
2159,73.7,15,Hit - Not Home Run
8059,98.7,29,Out
15052,101.2,27,Hit - Not Home Run
1591,90.2,56,Out
9031,84.1,30,Out
6532,60.7,19,Out
5665,93.9,-30,Out
3984,90.0,15,Hit - Not Home Run
14936,76.7,2,Hit - Not Home Run
2222,81.3,17,Hit - Not Home Run
8330,100.2,-5,Hit - Not Home Run
7539,75.6,-7,Hit - Not Home Run
6138,84.4,38,Out
9420,82.9,-21,Out
125,101.9,2,Out
15224,103.7,13,Hit - Not Home Run
13378,102.7,20,Out
1539,52.4,-19,Out
9889,68.4,46,Hit - Not Home Run
6529,70.4,38,Out
5289,110.4,-4,Hit - Not Home Run
14760,79.6,19,Hit - Not Home Run
8259,86.3,15,Hit - Not Home Run
7425,84.1,10,Out
3403,105.0,16,Hit - Not Home Run
4370,80.6,-5,Out
14088,96.8,10,Hit - Not Home Run
9864,106.9,22,Home Run
13043,93.8,16,Hit - Not Home Run
11075,71.8,-25,Out
3539,93.8,34,Out
7046,82.1,42,Out
4259,108.6,17,Hit - Not Home Run
15240,67.9,0,Hit - Not Home Run
12677,85.7,2,Out
10007,107.7,-1,Out
12514,102.7,-6,Out
7147,96.7,-24,Out
11747,96.4,4,Out
13313,95.2,18,Out
8879,87.9,47,Out
8778,80.1,3,Out
3358,99.5,15,Out
11283,84.6,-56,Out
2040,101.2,15,Hit - Not Home Run
6206,94.9,-8,Hit - Not Home Run
2752,93.3,52,Out
3616,89.1,47,Out
11332,83.3,18,Hit - Not Home Run
10333,100.3,-15,Hit - Not Home Run
9355,95.6,-29,Out
13533,80.0,69,Out
7762,96.7,36,Out
6666,86.9,42,Out
5614,99.0,6,Hit - Not Home Run
10425,100.1,2,Out
6157,95.7,18,Out
529,90.6,30,Out
6225,79.6,18,Hit - Not Home Run
3297,88.5,19,Hit - Not Home Run
6877,91.9,19,Out
13274,91.3,51,Out
11464,73.0,-19,Out
10369,85.0,-37,Out
2007,90.3,14,Hit - Not Home Run
3125,100.0,15,Hit - Not Home Run
9647,103.3,-7,Out
5033,75.7,25,Hit - Not Home Run
9537,97.0,41,Out
7988,87.3,5,Hit - Not Home Run
1837,93.0,30,Out
8166,74.6,61,Out
3613,91.3,29,Out
15621,96.8,4,Out
12343,92.9,39,Out
5155,50.2,-44,Out
8108,80.0,69,Out
13126,99.6,39,Out
7928,102.7,21,Out
7180,98.8,3,Out
3473,87.5,22,Out
2964,97.0,44,Out
621,90.5,58,Out
11965,101.6,15,Hit - Not Home Run
11384,89.2,39,Out
9125,50.0,-34,Out
6273,103.7,38,Out
10050,87.0,-4,Out
2053,85.9,30,Out
846,76.9,55,Out
5436,82.3,-38,Out
10257,80.0,69,Out
5624,94.8,-1,Hit - Not Home Run
4073,84.3,49,Out
222,83.6,-20,Out
844,87.8,20,Out
5852,83.1,82,Out
5700,82.9,-21,Out
10654,94.6,31,Out
67,104.4,10,Hit - Not Home Run
11475,98.9,-3,Hit - Not Home Run
7658,105.8,17,Out
10767,85.3,20,Out
12273,99.8,-5,Out
2574,87.5,0,Out
6470,78.4,30,Out
7636,98.8,48,Out
10438,91.8,48,Out
4094,86.1,-8,Hit - Not Home Run
13843,83.7,31,Out
3726,90.6,-3,Out
4335,93.5,-20,Out
14372,102.1,-3,Hit - Not Home Run
11954,90.3,-17,Hit - Not Home Run
13547,82.3,33,Out
13659,97.0,19,Out
10515,80.4,-31,Out
5772,83.5,10,Out
11379,110.3,23,Home Run
565,89.1,-24,Out
1430,94.5,12,Hit - Not Home Run
15547,87.8,33,Out
3957,100.3,5,Hit - Not Home Run
9394,103.5,24,Out
12303,106.1,24,Home Run
13104,81.0,28,Out
4494,96.7,24,Out
7768,74.2,27,Out
8946,99.2,37,Home Run
4070,103.1,12,Hit - Not Home Run
4600,83.0,48,Out
6166,86.3,36,Out
6898,61.0,-7,Out
10443,102.8,13,Hit - Not Home Run
2117,85.0,-26,Out
10558,89.4,41,Out
8568,78.1,24,Out
7198,97.5,-5,Hit - Not Home Run
13997,98.7,-9,Out
1250,99.5,17,Out
1839,98.1,-4,Hit - Not Home Run
990,82.7,13,Hit - Not Home Run
14972,100.5,29,Home Run
8714,82.0,49,Out
13473,81.0,54,Out
6523,70.7,-19,Out
9814,97.9,9,Out
7575,91.3,17,Hit - Not Home Run
3879,100.9,26,Home Run
11945,78.4,-30,Out
13910,99.3,27,Out
9242,96.7,29,Hit - Not Home Run
3836,87.1,-25,Out
11863,93.5,31,Out
3916,99.9,4,Hit - Not Home Run
1656,60.0,-28,Out
11194,85.5,-15,Out
6185,99.6,19,Hit - Not Home Run
10951,94.7,-23,Out
2405,54.7,-24,Hit - Not Home Run
2493,77.4,-10,Hit - Not Home Run
15037,82.0,-24,Out
15616,85.2,47,Out
6817,80.5,45,Out
2147,80.0,69,Out
6120,84.2,1,Out
14905,82.9,-21,Out
10413,80.0,69,Out
6813,96.3,27,Out
4417,91.5,6,Hit - Not Home Run
1485,93.2,-9,Out
9692,97.0,47,Out
3799,58.6,-52,Out
6659,98.9,39,Out
11174,73.8,36,Out
3071,76.2,-9,Out
11046,95.8,24,Out
6896,85.5,17,Hit - Not Home Run
11044,85.7,31,Out
15141,103.3,7,Hit - Not Home Run
14154,91.5,53,Out
7779,70.2,36,Out
10924,107.3,-7,Hit - Not Home Run
15254,102.1,27,Home Run
12280,87.6,-26,Out
5027,83.6,21,Out
4757,92.9,21,Out
4472,80.0,69,Out
11413,107.2,12,Out
9904,103.8,-13,Out
8439,102.4,21,Hit - Not Home Run
76,86.8,-21,Out
12441,73.2,-19,Out
8682,93.9,14,Hit - Not Home Run
7770,77.8,63,Out
10774,97.3,8,Hit - Not Home Run
8746,89.9,66,Out
2813,94.0,2,Hit - Not Home Run
1025,100.7,13,Hit - Not Home Run
7025,82.9,-21,Out
2250,100.7,0,Hit - Not Home Run
9841,99.6,46,Out
11668,92.4,-9,Out
8724,98.2,8,Hit - Not Home Run
9658,104.2,2,Out
2394,80.0,69,Out
9303,93.4,-17,Out
9920,103.8,28,Home Run
153,87.9,5,Out
11540,84.1,37,Out
3266,85.0,28,Out
7685,105.9,-5,Out
14997,97.5,11,Hit - Not Home Run
3925,99.0,26,Out
2294,69.5,-1,Out
15197,101.4,-5,Out
384,98.4,13,Hit - Not Home Run
10657,103.8,14,Out
646,102.5,32,Home Run
2757,103.0,-3,Out
13541,90.2,48,Out
13932,100.1,23,Out
8662,60.9,-58,Out
10215,99.4,-9,Out
10240,92.9,9,Hit - Not Home Run
13795,89.9,23,Hit - Not Home Run
4807,90.3,-17,Hit - Not Home Run
11579,82.3,-5,Hit - Not Home Run
11946,83.0,-1,Out
13980,65.7,3,Out
11028,76.2,19,Hit - Not Home Run
9102,97.7,13,Out
5334,96.7,50,Out
15281,84.0,10,Out
13857,57.4,6,Hit - Not Home Run
10658,80.0,69,Out
3666,93.4,2,Out
5621,103.3,19,Hit - Not Home Run
15259,76.8,-14,Out
2738,77.8,13,Hit - Not Home Run
7224,63.6,-20,Out
13420,98.0,15,Hit - Not Home Run
13386,95.0,33,Home Run
5222,105.2,21,Hit - Not Home Run
8451,101.6,42,Out
9533,82.9,-21,Out
5246,77.6,-23,Out
10327,85.4,58,Out
5428,110.1,27,Home Run
3226,100.5,13,Hit - Not Home Run
8058,93.6,49,Out
13506,68.9,28,Hit - Not Home Run
9084,76.2,25,Hit - Not Home Run
12608,102.6,28,Home Run
12932,100.7,6,Hit - Not Home Run
6160,68.3,-75,Hit - Not Home Run
10329,99.2,36,Out
14115,107.7,19,Hit - Not Home Run
5317,93.5,0,Out
12143,98.1,16,Hit - Not Home Run
12039,66.1,49,Out
1707,85.1,4,Out
2245,94.6,16,Out
13262,82.6,-3,Hit - Not Home Run
9922,64.0,-38,Hit - Not Home Run
7941,101.0,0,Out
10316,101.5,4,Hit - Not Home Run
6621,67.5,-3,Out
15287,94.4,41,Out
10086,110.3,-9,Hit - Not Home Run
11285,71.4,18,Hit - Not Home Run
9699,69.5,11,Out
5399,102.0,1,Out
3983,94.3,29,Hit - Not Home Run
11758,85.5,35,Out
5333,82.9,-21,Out
1302,101.9,17,Hit - Not Home Run
6954,70.7,4,Out
9105,102.7,-6,Out
15394,88.3,38,Out
7726,85.3,20,Hit - Not Home Run
9591,93.8,4,Hit - Not Home Run
15576,81.4,45,Out
11186,80.0,69,Out
9696,104.2,9,Hit - Not Home Run
6281,92.3,55,Out
4865,98.1,29,Home Run
2492,81.8,7,Out
3014,82.9,-21,Out
14307,96.0,-15,Out
4663,91.8,13,Hit - Not Home Run
591,64.4,-10,Out
5487,82.9,-21,Out
7318,91.1,18,Out
10823,65.0,-67,Out
1397,103.3,12,Hit - Not Home Run
4380,98.6,36,Home Run
634,86.8,36,Out
2028,104.3,-5,Hit - Not Home Run
15345,94.6,4,Out
3331,98.3,15,Out
9385,96.2,-3,Out
9349,98.8,17,Hit - Not Home Run
8352,106.5,28,Home Run
2434,99.2,8,Hit - Not Home Run
1078,89.1,52,Out
11027,69.9,14,Out
5518,70.7,-32,Out
11101,82.9,-21,Out
9071,69.1,21,Hit - Not Home Run
2746,89.9,14,Hit - Not Home Run
13983,106.0,18,Hit - Not Home Run
11915,84.8,13,Out
4559,102.2,35,Home Run
3052,96.0,9,Hit - Not Home Run
9306,90.8,33,Out
1581,90.6,18,Hit - Not Home Run
8284,92.8,-13,Hit - Not Home Run
11500,108.0,16,Hit - Not Home Run
2431,82.9,-21,Out
14296,104.3,22,Home Run
13118,102.0,30,Home Run
11827,83.7,-19,Hit - Not Home Run
8907,96.3,44,Out
2750,95.3,21,Out
835,80.0,69,Out
10935,104.0,5,Out
8208,77.3,16,Hit - Not Home Run
11156,107.1,24,Home Run
13539,110.5,13,Hit - Not Home Run
8783,77.9,-16,Out
10968,86.0,21,Hit - Not Home Run
3951,84.2,-17,Out
1030,99.4,-24,Out
5315,101.7,9,Hit - Not Home Run
5184,102.5,10,Hit - Not Home Run
6590,72.4,43,Out
9660,80.9,5,Out
12628,70.4,42,Hit - Not Home Run
12350,84.7,-3,Out
4587,108.3,14,Hit - Not Home Run
13480,98.6,32,Home Run
11704,67.2,-37,Out
8479,96.4,8,Out
9978,94.3,3,Hit - Not Home Run
14939,88.7,-15,Hit - Not Home Run
7798,92.4,2,Out
2155,91.0,26,Out
12930,103.4,26,Out
6710,102.3,29,Home Run
291,100.5,38,Out
14353,105.2,-7,Out
10325,97.4,-19,Hit - Not Home Run
8415,105.5,25,Home Run
6162,93.2,-14,Out
6357,95.5,58,Out
14133,96.1,-5,Out
3866,102.7,4,Hit - Not Home Run
161,88.5,-31,Hit - Not Home Run
12751,86.2,38,Out
9481,103.5,9,Hit - Not Home Run
10916,78.2,31,Out
15257,102.7,39,Out
8412,90.3,-17,Hit - Not Home Run
7165,82.9,-21,Out
14576,90.2,-19,Out
15617,104.5,17,Out
2399,86.0,-45,Out
13476,92.6,44,Hit - Not Home Run
6703,59.8,-43,Out
10158,92.7,-15,Out
5747,99.4,9,Hit - Not Home Run
10671,98.2,3,Out
13569,80.0,69,Out
11074,82.9,-21,Out
10115,99.9,14,Hit - Not Home Run
10161,87.3,-31,Out
1599,85.2,29,Out
11790,101.0,-25,Out
5489,99.5,-13,Out
2835,82.9,-21,Out
12455,84.8,-39,Out
13212,104.8,2,Hit - Not Home Run
13442,93.6,-5,Out
2455,93.6,11,Hit - Not Home Run
7603,85.6,-34,Out
362,96.8,13,Hit - Not Home Run
12808,86.6,-4,Out
450,77.8,26,Out
6969,82.9,-21,Out
4186,89.2,39,Out
14660,100.5,20,Out
6124,104.4,-9,Out
10415,77.6,-36,Out
9372,107.1,26,Home Run
15032,107.1,23,Home Run
1,80.5,-46,Out
13187,60.2,-8,Out
5675,77.5,-86,Hit - Not Home Run
6329,84.9,-30,Out
118,105.4,5,Out
12367,80.3,10,Out
14560,96.5,14,Hit - Not Home Run
11889,99.9,15,Out
10011,105.9,73,Out
114,75.6,-10,Out
5136,77.3,-3,Out
15123,90.4,15,Hit - Not Home Run
13665,92.6,48,Out
7246,95.5,26,Hit - Not Home Run
13943,100.5,23,Hit - Not Home Run
2487,82.3,-55,Out
9552,80.0,69,Out
11778,95.5,-12,Out
12080,90.5,27,Out
5354,75.6,-27,Out
12568,96.7,30,Out
9681,80.0,69,Out
9287,83.8,64,Out
5242,82.9,-21,Out
708,104.1,20,Out
15135,99.3,26,Hit - Not Home Run
2230,89.7,-14,Out
7188,105.5,4,Hit - Not Home Run
4691,72.4,24,Hit - Not Home Run
433,74.0,-11,Out
10494,95.0,-1,Out
60,86.9,16,Hit - Not Home Run
8629,94.8,8,Hit - Not Home Run
6745,93.9,-8,Hit - Not Home Run
13215,87.2,3,Hit - Not Home Run
10660,98.3,12,Hit - Not Home Run
3338,103.9,27,Home Run
7289,94.8,15,Out
13236,100.2,14,Hit - Not Home Run
6531,79.0,-33,Hit - Not Home Run
9988,100.6,33,Home Run
12653,79.2,29,Out
13642,71.7,22,Out
5659,42.0,-49,Out
4560,72.8,5,Hit - Not Home Run
11448,102.4,11,Hit - Not Home Run
11155,91.4,4,Hit - Not Home Run
11392,102.4,27,Home Run
8860,99.6,34,Out
1188,91.3,-17,Out
9078,82.9,-21,Out
10851,80.0,69,Out
12220,107.1,4,Hit - Not Home Run
5092,103.1,-18,Hit - Not Home Run
14766,96.4,-23,Out
12046,85.2,36,Out
11860,90.3,-17,Hit - Not Home Run
11931,93.5,47,Out
7882,89.7,50,Out
5414,103.9,11,Hit - Not Home Run
11987,102.7,24,Out
7985,89.6,43,Out
1843,100.1,8,Hit - Not Home Run
462,52.6,-26,Out
14878,78.5,43,Out
7548,84.7,48,Out
1441,79.9,-1,Hit - Not Home Run
12300,86.9,-2,Out
8819,76.1,48,Out
2267,59.0,-30,Hit - Not Home Run
7122,71.8,-19,Out
2684,80.0,69,Out
8849,94.7,20,Out
15375,102.7,7,Out
12574,87.6,34,Out
7861,80.0,69,Out
14837,90.7,70,Out
12684,102.8,39,Home Run
3385,74.9,-15,Out
11327,90.2,8,Out
5864,91.1,55,Out
488,82.1,-15,Out
11719,92.9,27,Out
15144,96.6,14,Hit - Not Home Run
2491,101.1,5,Hit - Not Home Run
14141,57.3,-45,Out
2831,103.5,1,Out
10040,65.4,-17,Hit - Not Home Run
5541,99.3,59,Out
13119,84.9,-22,Out
8476,107.8,21,Hit - Not Home Run
15204,76.8,16,Hit - Not Home Run
8931,100.1,24,Hit - Not Home Run
5657,67.4,-52,Out
8781,70.4,10,Hit - Not Home Run
15229,97.5,20,Out
10891,90.9,40,Out
9010,81.2,-26,Out
14644,70.1,68,Out
13486,93.5,6,Out
409,80.0,69,Out
1124,82.9,-21,Out
12937,69.6,-5,Out
10083,101.9,-22,Hit - Not Home Run
177,89.2,40,Out
15276,104.7,-14,Hit - Not Home Run
9860,81.7,11,Hit - Not Home Run
10473,102.7,1,Hit - Not Home Run
707,56.8,-30,Out
1429,95.2,13,Hit - Not Home Run
9474,82.9,-21,Out
11994,95.9,21,Hit - Not Home Run
14540,103.8,33,Home Run
12062,72.9,-11,Out
9816,102.9,34,Home Run
15076,99.6,-27,Out
8821,84.2,43,Out
3460,98.4,34,Out
11784,69.9,53,Out
14241,100.6,24,Out
8038,91.9,21,Out
8920,85.2,-14,Hit - Not Home Run
10532,68.5,30,Hit - Not Home Run
10465,92.2,31,Hit - Not Home Run
11386,53.3,21,Out
7776,104.6,29,Out
8583,81.3,36,Out
12701,93.2,1,Out
3012,90.3,-17,Hit - Not Home Run
157,95.3,11,Hit - Not Home Run
794,72.7,28,Hit - Not Home Run
14096,63.2,-16,Out
15207,82.9,-21,Out
4271,109.9,30,Home Run
6445,97.4,42,Out
12853,80.5,-17,Out
11106,71.4,31,Hit - Not Home Run
7780,85.0,-5,Out
8701,102.6,28,Home Run
1751,61.8,24,Out
12004,90.4,15,Hit - Not Home Run
13455,94.6,27,Out
516,96.5,43,Out
13592,93.3,6,Out
8018,52.7,-28,Out
8630,68.4,-30,Out
753,87.9,56,Out
7093,90.4,10,Out
25,102.5,31,Out
14995,85.0,25,Out
2596,101.2,44,Out
15222,75.8,-9,Out
4332,95.3,-6,Out
11816,99.3,25,Out
373,82.9,-21,Out
8162,97.5,7,Hit - Not Home Run
795,79.1,56,Out
5583,92.2,14,Hit - Not Home Run
2815,88.6,35,Out
11427,79.8,-21,Out
9726,93.4,66,Out
3857,97.0,44,Out
6391,105.1,25,Home Run
13010,80.0,69,Out
2125,90.7,14,Hit - Not Home Run
5913,94.5,-3,Hit - Not Home Run
10367,102.9,23,Out
12030,93.0,19,Out
9221,103.4,13,Hit - Not Home Run
7838,65.1,-3,Out
5637,66.7,64,Out
11503,39.3,-16,Out
7298,73.8,21,Hit - Not Home Run
5785,100.1,15,Hit - Not Home Run
292,75.4,17,Out
5010,79.5,-47,Hit - Not Home Run
1896,87.7,-27,Out
3578,103.7,6,Out
12072,82.9,-21,Out
14345,100.4,4,Hit - Not Home Run
8877,87.6,43,Hit - Not Home Run
5421,80.0,69,Out
8013,88.4,12,Hit - Not Home Run
5533,110.3,12,Hit - Not Home Run
745,66.5,38,Hit - Not Home Run
4486,85.5,-17,Out
11943,104.0,-1,Hit - Not Home Run
6561,96.4,37,Out
14480,78.7,13,Hit - Not Home Run
878,100.2,-19,Out
7056,84.9,66,Out
7311,102.8,22,Out
4490,98.7,35,Hit - Not Home Run
4348,37.2,-17,Hit - Not Home Run
1902,77.6,40,Out
7924,72.5,45,Out
13401,97.9,13,Hit - Not Home Run
2457,80.5,52,Out
559,93.7,15,Hit - Not Home Run
7037,80.0,69,Out
6607,86.4,-38,Out
15014,95.7,19,Out
5733,92.4,21,Out
14036,91.0,-2,Out
12205,40.0,-36,Hit - Not Home Run
1788,100.0,-9,Hit - Not Home Run
2244,82.9,-21,Out
1768,98.7,-5,Out
10651,80.0,69,Out
7244,107.0,-8,Hit - Not Home Run
2919,101.3,20,Hit - Not Home Run
13398,92.5,-21,Out
12984,90.3,-17,Hit - Not Home Run
11545,107.1,-6,Hit - Not Home Run
8215,69.9,-29,Out
12857,95.3,44,Out
3332,90.5,33,Out
3350,95.6,27,Out
9263,99.4,-24,Out
4483,68.6,30,Hit - Not Home Run
3017,85.5,39,Out
12250,88.0,42,Out
2969,86.9,20,Hit - Not Home Run
12211,80.4,12,Out
2555,103.3,30,Home Run
13623,94.2,20,Hit - Not Home Run
12737,75.0,11,Out
14713,81.0,36,Out
2475,82.6,33,Out
8398,110.6,10,Hit - Not Home Run
3363,85.6,31,Out
9492,98.0,4,Hit - Not Home Run
1646,88.2,25,Out
15057,82.5,45,Out
1780,98.9,29,Out
14357,57.5,-24,Out
8902,87.9,22,Hit - Not Home Run
955,83.0,27,Out
2409,61.7,14,Out
1254,84.3,18,Hit - Not Home Run
10738,88.2,52,Out
8539,95.9,15,Hit - Not Home Run
2994,98.7,3,Hit - Not Home Run
14913,97.5,-8,Out
4032,72.4,-5,Out
10900,81.4,27,Out
8130,69.8,57,Out
6183,79.6,21,Hit - Not Home Run
9654,94.9,38,Out
5608,77.9,-38,Out
15433,72.1,-31,Out
285,91.0,-2,Out
8110,96.4,13,Hit - Not Home Run
2359,44.6,-41,Out
10181,70.7,-20,Out
14239,91.0,33,Out
15326,89.1,24,Out
13905,95.7,8,Hit - Not Home Run
8526,90.9,38,Out
8446,88.2,-35,Out
1848,95.1,31,Out
10032,80.6,7,Out
13224,97.7,39,Out
10478,111.4,16,Hit - Not Home Run
7744,94.2,63,Out
13112,83.7,5,Out
2878,69.3,-13,Out
13838,105.3,19,Out
5999,64.2,52,Out
15406,108.0,26,Home Run
5099,98.7,11,Hit - Not Home Run
6594,90.6,52,Out
8972,93.0,57,Out
2887,90.3,-17,Hit - Not Home Run
8381,103.8,44,Out
841,83.6,46,Out
13576,94.9,3,Out
14254,68.1,-18,Out
15344,92.2,20,Out
14385,86.4,52,Out
3053,103.9,-3,Out
1590,92.6,-25,Out
15372,101.7,13,Hit - Not Home Run
10349,109.4,5,Out
1795,90.3,-17,Hit - Not Home Run
206,76.8,-4,Out
5804,82.9,-21,Out
4631,80.0,69,Out
7622,103.3,8,Hit - Not Home Run
801,98.1,30,Hit - Not Home Run
14396,91.8,11,Hit - Not Home Run
5571,106.0,-24,Out
652,85.9,56,Out
11003,94.8,63,Out
12016,107.0,34,Home Run
12976,81.3,59,Out
1739,98.7,42,Out
13763,78.2,25,Hit - Not Home Run
2824,93.0,2,Out
11228,80.0,69,Out
5681,64.7,-77,Out
11323,66.6,48,Out
8190,90.3,-17,Hit - Not Home Run
15639,102.9,24,Out
3803,69.3,31,Hit - Not Home Run
14772,104.3,-13,Out
5529,102.3,9,Hit - Not Home Run
14539,90.6,-2,Out
2231,63.4,-58,Hit - Not Home Run
4240,72.8,-55,Hit - Not Home Run
3519,97.4,-2,Out
14672,89.2,39,Out
12989,111.3,25,Home Run
11859,89.8,12,Out
2390,82.9,-21,Out
13618,97.8,40,Out
2649,87.8,-11,Out
9257,99.7,16,Out
7900,90.1,27,Hit - Not Home Run
11520,96.6,16,Out
8901,104.1,26,Hit - Not Home Run
1526,82.9,-21,Out
3536,86.2,3,Hit - Not Home Run
7485,92.2,14,Hit - Not Home Run
10184,97.0,-12,Out
8848,94.3,48,Out
9799,49.3,-16,Out
3489,62.0,-38,Out
470,85.4,24,Out
4302,68.9,43,Hit - Not Home Run
2586,70.1,-6,Out
14615,93.2,8,Out
14333,83.7,29,Out
1933,93.0,3,Out
12675,88.1,17,Hit - Not Home Run
6431,83.0,34,Out
14742,101.9,45,Out
9109,90.3,-17,Hit - Not Home Run
15455,86.1,26,Out
2272,98.3,11,Hit - Not Home Run
7666,88.0,18,Out
3841,105.4,35,Home Run
8373,99.7,17,Out
8826,100.7,25,Out
6750,98.4,27,Out
7360,102.2,-3,Out
489,70.4,-21,Out
11268,62.3,54,Out
2162,78.4,8,Hit - Not Home Run
1584,94.9,6,Out
5737,70.9,-36,Out
15249,95.3,35,Out
9666,92.4,-21,Out
901,94.9,4,Hit - Not Home Run
7713,70.6,2,Out
14151,91.1,2,Hit - Not Home Run
13536,93.6,12,Hit - Not Home Run
13208,50.2,-1,Out
13774,100.5,23,Hit - Not Home Run
14869,103.6,13,Hit - Not Home Run
13127,88.1,18,Hit - Not Home Run
12048,100.7,16,Hit - Not Home Run
1589,73.0,52,Out
4918,109.1,16,Hit - Not Home Run
5600,66.4,-15,Out
4261,103.5,24,Hit - Not Home Run
185,82.9,-21,Out
3404,96.2,-27,Out
4145,93.2,16,Hit - Not Home Run
6627,87.8,-3,Out
1332,96.3,1,Out
10576,99.0,25,Out
6876,95.3,1,Hit - Not Home Run
2003,97.2,-3,Hit - Not Home Run
2686,97.0,17,Out
2461,78.6,-33,Out
10268,88.4,-28,Out
344,57.9,4,Out
13387,105.1,25,Home Run
6063,100.2,34,Hit - Not Home Run
3570,79.4,65,Out
9408,105.0,4,Out
6768,97.9,11,Hit - Not Home Run
10272,88.2,48,Out
2325,102.8,18,Out
10009,95.6,16,Hit - Not Home Run
5569,81.6,54,Out
12382,99.7,23,Out
11512,80.0,69,Out
9559,101.9,-2,Out
2243,105.6,-8,Out
2658,99.7,22,Out
1290,82.9,-21,Out
6098,103.1,19,Hit - Not Home Run
10794,92.4,47,Out
12773,104.7,32,Home Run
2546,104.9,29,Home Run
3197,87.9,-19,Out
9613,80.6,49,Out
8514,80.0,69,Out
2708,93.9,42,Out
6792,104.3,7,Hit - Not Home Run
2381,58.6,-41,Out
6536,87.4,32,Out
985,110.2,-5,Hit - Not Home Run
14950,106.0,19,Out
11489,109.0,0,Hit - Not Home Run
11171,76.3,5,Out
8685,75.1,-5,Out
13595,101.2,13,Hit - Not Home Run
13383,109.2,27,Home Run
1775,96.3,-20,Out
9663,102.7,42,Hit - Not Home Run
4641,99.6,21,Out
2765,64.2,27,Hit - Not Home Run
14549,107.8,3,Out
4000,69.8,4,Out
7237,79.2,32,Out
2334,84.5,3,Out
8917,91.7,10,Hit - Not Home Run
1623,102.8,5,Hit - Not Home Run
6857,75.0,21,Hit - Not Home Run
8837,82.9,-21,Out
13793,98.0,-1,Out
9607,107.2,36,Home Run
2783,89.5,-21,Hit - Not Home Run
7899,96.8,0,Hit - Not Home Run
10072,80.1,47,Out
11955,97.8,24,Hit - Not Home Run
2504,111.6,13,Hit - Not Home Run
8731,102.1,2,Out
1209,102.0,24,Hit - Not Home Run
9926,99.4,3,Hit - Not Home Run
13919,103.5,17,Out
8075,98.7,-5,Out
12252,77.5,-1,Out
3936,80.8,9,Out
13333,100.1,24,Hit - Not Home Run
